date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:53:14	87812/87812	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Jun%202021%2003:53:06%20GMT	https://quadotcapital.com/	C:/quadot-capital/Quadot/quadotcapital.com/index.html	(from )
04:53:14	67/67	---M--	200	added ('OK')	text/plain	date:Fri,%2018%20Jun%202021%2003:53:07%20GMT	https://quadotcapital.com/robots.txt		(from )
04:53:16	161130/161130	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20May%202020%2015:30:34%20GMT	https://quadotcapital.com/wp-content/uploads/2020/05/5ec6cf6788417.jpg	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/uploads/2020/05/5ec6cf6788417.jpg	(from https://quadotcapital.com/)
04:53:17	53593/53593	---M--	200	added ('OK')	text/css	date:Mon,%2018%20May%202020%2015:22:00%20GMT	https://quadotcapital.com/wp-includes/css/dist/block-library/style.min.css?ver=5.4.6	C:/quadot-capital/Quadot/quadotcapital.com/wp-includes/css/dist/block-library/style.min03e2.css	(from https://quadotcapital.com/)
04:53:18	1629/1629	---MC-	200	added ('OK')	application/rss+xml	date:Tue,%2029%20Jan%202019%2018:34:25%20GMT	https://quadotcapital.com/comments/feed/	C:/quadot-capital/Quadot/quadotcapital.com/comments/feed/index.html	(from https://quadotcapital.com/)
04:53:18	2329/2329	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2006%20Nov%202020%2007:18:52%20GMT	https://quadotcapital.com/feed/	C:/quadot-capital/Quadot/quadotcapital.com/feed/index.html	(from https://quadotcapital.com/)
04:53:18	4184/4184	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Sep%202020%2017:51:22%20GMT	https://quadotcapital.com/wp-content/plugins/cresta-facebook-messenger/css/cresta-social-messenger-front-css.min.css?ver=1.2.0	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/cresta-facebook-messenger/css/cresta-social-messenger-front-css.min7359.css	(from https://quadotcapital.com/)
04:53:20	428/428	---M--	200	added ('OK')	text/css	date:Sun,%2024%20May%202020%2018:55:45%20GMT	https://quadotcapital.com/wp-content/plugins/wpfront-scroll-top/css/wpfront-scroll-top.min.css?ver=2.0.2	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/wpfront-scroll-top/css/wpfront-scroll-top.min4c56.css	(from https://quadotcapital.com/)
04:53:21	30999/30999	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:12%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://quadotcapital.com/)
04:53:22	12137/12137	---M--	200	added ('OK')	text/css	date:Fri,%2018%20Jun%202021%2003:53:06%20GMT	https://quadotcapital.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.min.css?ver=1623988386	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/uploads/essential-addons-elementor/cb70d11b8.minf5ae.css	(from https://quadotcapital.com/)
04:53:24	48055/48055	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Jun%202020%2014:45:10%20GMT	https://quadotcapital.com/wp-content/themes/neve/style.min.css?ver=2.7.1	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/themes/neve/style.min653d.css	(from https://quadotcapital.com/)
04:53:26	115991/115991	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Sep%202020%2017:51:35%20GMT	https://quadotcapital.com/wp-content/plugins/elementskit-lite/modules/controls/assets/css/ekiticons.css?ver=5.4.6	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementskit-lite/modules/controls/assets/css/ekiticons03e2.css	(from https://quadotcapital.com/)
04:53:27	17232/17232	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:12%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min21f9.css	(from https://quadotcapital.com/)
04:53:28	18468/18468	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:11%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.1.4	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/lib/animations/animations.minaeb9.css	(from https://quadotcapital.com/)
04:53:29	3854/3854	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:11%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.1.4	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/css/frontend-legacy.minaeb9.css	(from https://quadotcapital.com/)
04:53:32	115200/115200	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:11%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.1.4	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/css/frontend.minaeb9.css	(from https://quadotcapital.com/)
04:53:32	1110/1110	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:49:12%20GMT	https://quadotcapital.com/wp-content/uploads/elementor/css/post-17.css?ver=1616251752	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/uploads/elementor/css/post-17e425.css	(from https://quadotcapital.com/)
04:53:34	59344/59344	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:12%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1623988386	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minf5ae.css	(from https://quadotcapital.com/)
04:53:35	26702/26702	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:12%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=1623988386	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minf5ae.css	(from https://quadotcapital.com/)
04:53:37	719/719	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Sep%202020%2017:51:35%20GMT	https://quadotcapital.com/wp-content/plugins/elementskit-lite/modules/controls/assets/css/widgetarea-editor.css?ver=2.0.4	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementskit-lite/modules/controls/assets/css/widgetarea-editor1c12.css	(from https://quadotcapital.com/)
04:53:39	57562/57562	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:49:13%20GMT	https://quadotcapital.com/wp-content/uploads/elementor/css/global.css?ver=1616251753	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/uploads/elementor/css/globalbddc.css	(from https://quadotcapital.com/)
04:53:40	20625/20625	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2015:31:03%20GMT	https://quadotcapital.com/wp-content/uploads/elementor/css/post-172.css?ver=1616254263	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/uploads/elementor/css/post-172b62d.css	(from https://quadotcapital.com/)
04:53:42	19073/19073	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Sep%202020%2017:51:56%20GMT	https://quadotcapital.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=2.14.1	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min195f.css	(from https://quadotcapital.com/)
04:53:43	3074/3074	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Sep%202020%2018:37:49%20GMT	https://quadotcapital.com/wp-content/uploads/happyaddons/cache/happy-172.css?ver=2.14.1.1593478644	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/uploads/happyaddons/cache/happy-1724e71.css	(from https://quadotcapital.com/)
04:53:48	1200/1200	---M--	200	added ('OK')	text/css	date:Wed,%2028%20Oct%202020%2019:57:47%20GMT	https://quadotcapital.com/wp-content/micro-themes/active-styles.css?mts=61&ver=5.4.6	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/micro-themes/active-stylesb885.css	(from https://quadotcapital.com/)
04:53:49	680335/680335	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Sep%202020%2017:51:35%20GMT	https://quadotcapital.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/ekit-core.css?ver=2.0.4	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementskit-lite/widgets/init/assets/css/ekit-core1c12.css	(from https://quadotcapital.com/)
04:53:50	57912/57912	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:12%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.1	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min9e0b.css	(from https://quadotcapital.com/)
04:53:52	669/669	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2014:17:12%20GMT	https://quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.1	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min9e0b.css	(from https://quadotcapital.com/)
04:53:54	115991/115991	---M--	200	added ('OK')	text/css	date:Fri,%2011%20Sep%202020%2017:51:35%20GMT	https://quadotcapital.com/wp-content/plugins/elementskit-lite/modules/controls/assets/css/ekiticons.css?ver=5.9.0	C:/quadot-capital/Quadot/quadotcapital.com/wp-content/plugins/elementskit-lite/modules/controls/assets/css/ekiticonsad76.css	(from https://quadotcapital.com/)
